year,state,unit,unit_evs,had_popular_vote,candidate,party,on_ballot,raw_votes,evs_awarded,total_evs,evs_to_win,source_url
1880,WI,WI,10,True,John Phelps,,True,91,0,369,185,https://en.wikipedia.org/wiki/1880_United_States_presidential_election
1880,WI,WI,10,True,Neal Dow,,True,69,0,369,185,https://en.wikipedia.org/wiki/1880_United_States_presidential_election
1880,WI,WI,10,True,Winfield Scott Hancock,Democratic,True,114649,0,369,185,https://en.wikipedia.org/wiki/1880_United_States_presidential_election
1880,WV,WV,5,True,James A. Garfield,Republican,True,46243,0,369,185,https://en.wikipedia.org/wiki/1880_United_States_presidential_election
1880,WV,WV,5,True,James Weaver,,True,9079,0,369,185,https://en.wikipedia.org/wiki/1880_United_States_presidential_election
1880,WV,WV,5,True,Winfield Scott Hancock,Democratic,True,57391,5,369,185,https://en.wikipedia.org/wiki/1880_United_States_presidential_election
1884,AL,AL,10,True,Benjamin Butler,,True,762,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,AL,AL,10,True,Grover Cleveland,Democratic,True,92736,10,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,AL,AL,10,True,James G. Blaine,Republican,True,59444,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,AL,AL,10,True,John St. John,,True,610,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,AL,AL,10,True,Other,,True,72,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,AR,AR,7,True,Benjamin Butler,,True,1847,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,AR,AR,7,True,Grover Cleveland,Democratic,True,72734,7,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,AR,AR,7,True,James G. Blaine,Republican,True,51198,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CA,CA,8,True,Benjamin Butler,,True,2037,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CA,CA,8,True,Grover Cleveland,Democratic,True,89288,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CA,CA,8,True,James G. Blaine,Republican,True,102369,8,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CA,CA,8,True,John St. John,,True,2965,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CA,CA,8,True,Other,,True,329,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CO,CO,3,True,Benjamin Butler,,True,1956,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CO,CO,3,True,Grover Cleveland,Democratic,True,27723,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CO,CO,3,True,James G. Blaine,Republican,True,36084,3,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CO,CO,3,True,John St. John,,True,756,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CT,CT,6,True,Benjamin Butler,,True,1684,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CT,CT,6,True,Grover Cleveland,Democratic,True,67182,6,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CT,CT,6,True,James G. Blaine,Republican,True,65898,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,CT,CT,6,True,John St. John,,True,2493,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,DE,DE,3,True,Benjamin Butler,,True,10,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,DE,DE,3,True,Grover Cleveland,Democratic,True,16957,3,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,DE,DE,3,True,James G. Blaine,Republican,True,12953,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,DE,DE,3,True,John St. John,,True,64,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,FL,FL,4,True,Grover Cleveland,Democratic,True,31769,4,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,FL,FL,4,True,James G. Blaine,Republican,True,28031,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,FL,FL,4,True,John St. John,,True,72,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,FL,FL,4,True,Other,,True,118,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,GA,GA,12,True,Benjamin Butler,,True,145,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,GA,GA,12,True,Grover Cleveland,Democratic,True,94667,12,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,GA,GA,12,True,James G. Blaine,Republican,True,48603,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,GA,GA,12,True,John St. John,,True,195,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,IA,IA,13,True,Grover Cleveland,Democratic,True,177316,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,IA,IA,13,True,James G. Blaine,Republican,True,197089,13,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,IA,IA,13,True,John St. John,,True,1499,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,IA,IA,13,True,Other,,True,1297,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,IL,IL,22,True,Benjamin Butler,,True,10776,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,IL,IL,22,True,Grover Cleveland,Democratic,True,312351,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,IL,IL,22,True,James G. Blaine,Republican,True,337469,22,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,IL,IL,22,True,John St. John,,True,12074,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,IN,IN,15,True,Benjamin Butler,,True,8810,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,IN,IN,15,True,Grover Cleveland,Democratic,True,245005,15,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,IN,IN,15,True,James G. Blaine,Republican,True,238489,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,IN,IN,15,True,John St. John,,True,3028,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,KS,KS,9,True,Benjamin Butler,,True,16346,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,KS,KS,9,True,Grover Cleveland,Democratic,True,90132,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,KS,KS,9,True,James G. Blaine,Republican,True,154406,9,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,KS,KS,9,True,John St. John,,True,4495,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,KS,KS,9,True,Other,,True,469,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,KY,KY,13,True,Benjamin Butler,,True,1691,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,KY,KY,13,True,Grover Cleveland,Democratic,True,152961,13,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,KY,KY,13,True,James G. Blaine,Republican,True,118690,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,KY,KY,13,True,John St. John,,True,3139,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,LA,LA,8,True,Benjamin Butler,,True,120,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,LA,LA,8,True,Grover Cleveland,Democratic,True,62594,8,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,LA,LA,8,True,James G. Blaine,Republican,True,46347,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,LA,LA,8,True,John St. John,,True,338,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MA,MA,14,True,Benjamin Butler,,True,24382,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MA,MA,14,True,Grover Cleveland,Democratic,True,122352,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MA,MA,14,True,James G. Blaine,Republican,True,146724,14,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MA,MA,14,True,John St. John,,True,9923,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MA,MA,14,True,Other,,True,2,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MD,MD,8,True,Benjamin Butler,,True,578,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MD,MD,8,True,Grover Cleveland,Democratic,True,96866,8,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MD,MD,8,True,James G. Blaine,Republican,True,85748,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MD,MD,8,True,John St. John,,True,2827,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,ME,ME-AL,6,True,Benjamin Butler,,True,3955,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,ME,ME-AL,6,True,Grover Cleveland,Democratic,True,52153,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,ME,ME-AL,6,True,James G. Blaine,Republican,True,72217,6,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,ME,ME-AL,6,True,John St. John,,True,2160,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,ME,ME-AL,6,True,Other,,True,6,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MI,MI,13,True,Benjamin Butler,,True,753,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MI,MI,13,True,Grover Cleveland,Democratic,True,189361,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MI,MI,13,True,James G. Blaine,Republican,True,192669,13,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MI,MI,13,True,John St. John,,True,18403,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MN,MN,7,True,Benjamin Butler,,True,3583,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MN,MN,7,True,Grover Cleveland,Democratic,True,70065,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MN,MN,7,True,James G. Blaine,Republican,True,111685,7,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MN,MN,7,True,John St. John,,True,4684,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MO,MO,16,True,Grover Cleveland,Democratic,True,236023,16,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MO,MO,16,True,James G. Blaine,Republican,True,203081,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MO,MO,16,True,John St. John,,True,2164,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MS,MS,9,True,Grover Cleveland,Democratic,True,77653,9,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,MS,MS,9,True,James G. Blaine,Republican,True,43035,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NC,NC,11,True,Grover Cleveland,Democratic,True,142905,11,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NC,NC,11,True,James G. Blaine,Republican,True,125021,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NC,NC,11,True,John St. John,,True,430,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NE,NE-AL,5,True,Grover Cleveland,Democratic,True,54391,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NE,NE-AL,5,True,James G. Blaine,Republican,True,76912,5,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NE,NE-AL,5,True,John St. John,,True,2899,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NH,NH,4,True,Benjamin Butler,,True,554,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NH,NH,4,True,Grover Cleveland,Democratic,True,39198,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NH,NH,4,True,James G. Blaine,Republican,True,43254,4,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NH,NH,4,True,John St. John,,True,1580,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NJ,NJ,9,True,Benjamin Butler,,True,3496,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NJ,NJ,9,True,Grover Cleveland,Democratic,True,127798,9,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NJ,NJ,9,True,James G. Blaine,Republican,True,123440,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NJ,NJ,9,True,John St. John,,True,6159,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NJ,NJ,9,True,Other,,True,28,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NV,NV,3,True,Benjamin Butler,,True,26,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NV,NV,3,True,Grover Cleveland,Democratic,True,5578,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NV,NV,3,True,James G. Blaine,Republican,True,7193,3,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NY,NY,36,True,Benjamin Butler,,True,17004,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NY,NY,36,True,Grover Cleveland,Democratic,True,563154,36,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NY,NY,36,True,James G. Blaine,Republican,True,562005,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,NY,NY,36,True,John St. John,,True,25006,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,OH,OH,23,True,Benjamin Butler,,True,5179,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,OH,OH,23,True,Grover Cleveland,Democratic,True,368280,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,OH,OH,23,True,James G. Blaine,Republican,True,400082,23,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,OH,OH,23,True,John St. John,,True,11069,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,OR,OR,3,True,Benjamin Butler,,True,726,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,OR,OR,3,True,Grover Cleveland,Democratic,True,24604,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,OR,OR,3,True,James G. Blaine,Republican,True,26860,3,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,OR,OR,3,True,John St. John,,True,492,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,PA,PA,30,True,Benjamin Butler,,True,16992,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,PA,PA,30,True,Grover Cleveland,Democratic,True,392785,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,PA,PA,30,True,James G. Blaine,Republican,True,478804,30,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,PA,PA,30,True,John St. John,,True,15283,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,RI,RI,4,True,Benjamin Butler,,True,422,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,RI,RI,4,True,Grover Cleveland,Democratic,True,12391,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,RI,RI,4,True,James G. Blaine,Republican,True,19030,4,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,RI,RI,4,True,John St. John,,True,928,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,SC,SC,9,True,Grover Cleveland,Democratic,True,69845,9,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,SC,SC,9,True,James G. Blaine,Republican,True,21730,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,SC,SC,9,True,Other,,True,1237,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,TN,TN,12,True,Benjamin Butler,,True,957,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,TN,TN,12,True,Grover Cleveland,Democratic,True,133770,12,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,TN,TN,12,True,James G. Blaine,Republican,True,124101,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,TN,TN,12,True,John St. John,,True,1150,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,TX,TX,13,True,Benjamin Butler,,True,3321,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,TX,TX,13,True,Grover Cleveland,Democratic,True,225309,13,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,TX,TX,13,True,James G. Blaine,Republican,True,93141,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,TX,TX,13,True,John St. John,,True,3534,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,VA,VA,12,True,Grover Cleveland,Democratic,True,145491,12,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,VA,VA,12,True,James G. Blaine,Republican,True,139356,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,VA,VA,12,True,John St. John,,True,130,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,VT,VT,4,True,Benjamin Butler,,True,785,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,VT,VT,4,True,Grover Cleveland,Democratic,True,17331,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,VT,VT,4,True,James G. Blaine,Republican,True,39514,4,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,VT,VT,4,True,John St. John,,True,1753,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,VT,VT,4,True,Other,,True,18,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,WI,WI,11,True,Benjamin Butler,,True,4598,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,WI,WI,11,True,Grover Cleveland,Democratic,True,146453,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,WI,WI,11,True,James G. Blaine,Republican,True,161135,11,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,WI,WI,11,True,John St. John,,True,7649,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,WV,WV,6,True,Benjamin Butler,,True,799,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,WV,WV,6,True,Grover Cleveland,Democratic,True,67311,6,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,WV,WV,6,True,James G. Blaine,Republican,True,63096,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1884,WV,WV,6,True,John St. John,,True,939,0,401,201,https://en.wikipedia.org/wiki/1884_United_States_presidential_election
1888,AL,AL,10,True,Benjamin Harrison,Republican,True,57177,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,AL,AL,10,True,Clinton Fisk,,True,594,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,AL,AL,10,True,Grover Cleveland,Democratic,True,117314,10,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,AR,AR,7,True,Alson Streeter,,True,10630,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,AR,AR,7,True,Benjamin Harrison,Republican,True,59752,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,AR,AR,7,True,Clinton Fisk,,True,614,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,AR,AR,7,True,Grover Cleveland,Democratic,True,86062,7,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CA,CA,8,True,Benjamin Harrison,Republican,True,124816,8,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CA,CA,8,True,Clinton Fisk,,True,5761,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CA,CA,8,True,Grover Cleveland,Democratic,True,117729,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CA,CA,8,True,Other,,True,3033,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CO,CO,3,True,Alson Streeter,,True,1266,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CO,CO,3,True,Benjamin Harrison,Republican,True,50772,3,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CO,CO,3,True,Clinton Fisk,,True,2182,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CO,CO,3,True,Grover Cleveland,Democratic,True,37549,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CO,CO,3,True,Other,,True,177,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CT,CT,6,True,Alson Streeter,,True,240,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CT,CT,6,True,Benjamin Harrison,Republican,True,74584,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CT,CT,6,True,Clinton Fisk,,True,4234,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,CT,CT,6,True,Grover Cleveland,Democratic,True,74920,6,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,DE,DE,3,True,Benjamin Harrison,Republican,True,12950,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,DE,DE,3,True,Clinton Fisk,,True,399,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,DE,DE,3,True,Grover Cleveland,Democratic,True,16414,3,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,DE,DE,3,True,Other,,True,1,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,FL,FL,4,True,Benjamin Harrison,Republican,True,26529,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,FL,FL,4,True,Clinton Fisk,,True,414,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,FL,FL,4,True,Grover Cleveland,Democratic,True,39557,4,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,GA,GA,12,True,Alson Streeter,,True,136,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,GA,GA,12,True,Benjamin Harrison,Republican,True,40499,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,GA,GA,12,True,Clinton Fisk,,True,1808,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,GA,GA,12,True,Grover Cleveland,Democratic,True,100493,12,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IA,IA,13,True,Alson Streeter,,True,9105,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IA,IA,13,True,Benjamin Harrison,Republican,True,211603,13,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IA,IA,13,True,Clinton Fisk,,True,3550,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IA,IA,13,True,Grover Cleveland,Democratic,True,179877,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IL,IL,22,True,Alson Streeter,,True,7134,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IL,IL,22,True,Benjamin Harrison,Republican,True,370475,22,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IL,IL,22,True,Clinton Fisk,,True,21703,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IL,IL,22,True,Grover Cleveland,Democratic,True,348351,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IL,IL,22,True,Other,,True,150,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IN,IN,15,True,Alson Streeter,,True,2694,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IN,IN,15,True,Benjamin Harrison,Republican,True,263361,15,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IN,IN,15,True,Clinton Fisk,,True,9881,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,IN,IN,15,True,Grover Cleveland,Democratic,True,261013,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,KS,KS,9,True,Alson Streeter,,True,37788,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,KS,KS,9,True,Benjamin Harrison,Republican,True,182904,9,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,KS,KS,9,True,Clinton Fisk,,True,6779,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,KS,KS,9,True,Grover Cleveland,Democratic,True,102745,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,KS,KS,9,True,Other,,True,933,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,KY,KY,13,True,Alson Streeter,,True,677,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,KY,KY,13,True,Benjamin Harrison,Republican,True,155138,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,KY,KY,13,True,Clinton Fisk,,True,5223,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,KY,KY,13,True,Grover Cleveland,Democratic,True,183830,13,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,LA,LA,8,True,Alson Streeter,,True,39,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,LA,LA,8,True,Benjamin Harrison,Republican,True,30660,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,LA,LA,8,True,Clinton Fisk,,True,160,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,LA,LA,8,True,Grover Cleveland,Democratic,True,85032,8,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,MA,MA,14,True,Benjamin Harrison,Republican,True,183892,14,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,MA,MA,14,True,Clinton Fisk,,True,8701,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,MA,MA,14,True,Grover Cleveland,Democratic,True,151590,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,MA,MA,14,True,Other,,True,60,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,MD,MD,8,True,Benjamin Harrison,Republican,True,99986,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
1888,MD,MD,8,True,Clinton Fisk,,True,4767,0,401,201,https://en.wikipedia.org/wiki/1888_United_States_presidential_election
